species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,BISCOE,41.5,14.2,216.0,3300.0,MALE
Chinstrap,DREAM,42.9,19.0,193.0,3750.0,MALE
Gentoo,BISCOE,39.1,15.0,224.0,3475.0,MALE
Chinstrap,TORGERSEN,42.1,19.0,219.0,3150.0,MALE
Adelie,TORGERSEN,42.3,19.2,198.0,3750.0,MALE
Chinstrap,BISCOE,45.2,17.9,188.0,3400.0,MALE
Gentoo,BISCOE,46.5,16.2,187.0,3450.0,MALE
Chinstrap,DREAM,47.8,17.2,179.0,5150.0,MALE
Adelie,BISCOE,34.6,18.5,200.0,4500.0,FEMALE
Adelie,DREAM,49.0,13.7,198.0,4875.0,MALE
Gentoo,TORGERSEN,39.7,14.8,188.0,3700.0,FEMALE
Chinstrap,BISCOE,33.1,14.2,201.0,3775.0,FEMALE
Gentoo,DREAM,42.0,17.9,212.0,5500.0,MALE
Gentoo,DREAM,44.1,17.9,185.0,4450.0,FEMALE
Chinstrap,TORGERSEN,43.5,14.5,208.0,5750.0,MALE
Adelie,DREAM,39.6,18.5,196.0,4925.0,FEMALE
Adelie,DREAM,45.7,15.8,189.0,3900.0,FEMALE
Gentoo,TORGERSEN,40.3,15.9,209.0,3700.0,MALE
Chinstrap,DREAM,41.6,16.3,192.0,4075.0,FEMALE
Chinstrap,TORGERSEN,40.6,18.9,178.0,5500.0,FEMALE
Chinstrap,BISCOE,48.5,19.2,195.0,5000.0,MALE
Chinstrap,DREAM,35.6,18.6,190.0,4550.0,MALE
Chinstrap,TORGERSEN,55.1,18.6,205.0,3675.0,FEMALE
Chinstrap,BISCOE,38.8,14.7,210.0,4300.0,FEMALE
Chinstrap,TORGERSEN,50.2,18.4,209.0,4400.0,MALE
Chinstrap,BISCOE,38.6,15.0,181.0,3950.0,MALE
Gentoo,TORGERSEN,46.2,17.7,217.0,4200.0,FEMALE
Adelie,DREAM,51.3,13.7,229.0,3000.0,MALE
Chinstrap,DREAM,50.5,19.0,221.0,3750.0,MALE
Gentoo,BISCOE,47.6,16.0,191.0,4500.0,MALE
Adelie,TORGERSEN,34.1,17.9,189.0,3950.0,MALE
Gentoo,DREAM,42.1,19.6,188.0,4200.0,FEMALE
Adelie,DREAM,45.4,16.3,192.0,3150.0,FEMALE
Gentoo,DREAM,50.4,17.0,190.0,4075.0,FEMALE
Adelie,BISCOE,38.1,13.9,191.0,2850.0,MALE
Adelie,BISCOE,48.4,15.1,185.0,3725.0,FEMALE
Adelie,BISCOE,45.5,18.3,225.0,4000.0,MALE
Gentoo,BISCOE,42.6,14.3,216.0,4600.0,MALE
Gentoo,DREAM,45.0,16.8,222.0,3650.0,FEMALE
Chinstrap,TORGERSEN,46.5,15.9,195.0,3600.0,FEMALE
Adelie,BISCOE,37.8,15.2,178.0,3900.0,FEMALE
Adelie,BISCOE,47.6,13.3,203.0,5150.0,MALE
Chinstrap,DREAM,40.7,18.6,222.0,3050.0,MALE
Gentoo,DREAM,51.5,17.9,198.0,5800.0,MALE
Adelie,BISCOE,40.8,14.5,178.0,4725.0,MALE
Adelie,TORGERSEN,41.1,14.5,221.0,5700.0,MALE
Chinstrap,DREAM,38.5,19.5,186.0,3775.0,MALE
Adelie,TORGERSEN,51.1,15.0,214.0,4000.0,FEMALE
Chinstrap,TORGERSEN,40.8,19.4,230.0,3450.0,FEMALE
Gentoo,BISCOE,37.8,15.9,230.0,3700.0,FEMALE
Gentoo,TORGERSEN,47.7,13.8,190.0,5400.0,MALE
Chinstrap,DREAM,41.0,16.5,201.0,4250.0,MALE
Chinstrap,DREAM,35.7,18.6,211.0,3450.0,MALE
Gentoo,BISCOE,45.4,18.2,225.0,5550.0,MALE
Chinstrap,BISCOE,35.2,14.5,215.0,4300.0,MALE
Gentoo,BISCOE,46.5,14.0,186.0,5700.0,MALE
Gentoo,BISCOE,46.4,18.4,230.0,3250.0,MALE
Gentoo,BISCOE,48.7,16.3,187.0,4750.0,FEMALE
Chinstrap,TORGERSEN,46.1,15.0,228.0,3625.0,MALE
Adelie,TORGERSEN,45.2,14.3,195.0,3675.0,MALE
Gentoo,BISCOE,43.5,13.4,195.0,3525.0,MALE
Gentoo,BISCOE,35.0,19.0,182.0,3525.0,MALE
Chinstrap,TORGERSEN,45.7,20.3,185.0,4500.0,FEMALE
Gentoo,DREAM,37.8,19.0,208.0,5250.0,FEMALE
Chinstrap,BISCOE,38.9,16.6,188.0,4300.0,FEMALE
Chinstrap,TORGERSEN,47.3,18.5,184.0,4625.0,FEMALE
Chinstrap,DREAM,50.0,17.5,196.0,3500.0,FEMALE
Adelie,TORGERSEN,36.0,19.8,225.0,4875.0,FEMALE
Chinstrap,DREAM,50.1,16.5,199.0,3600.0,MALE
Chinstrap,BISCOE,44.4,19.8,208.0,4700.0,FEMALE
Adelie,TORGERSEN,39.6,17.1,225.0,4475.0,FEMALE
Gentoo,BISCOE,40.7,14.2,185.0,3950.0,FEMALE
Gentoo,BISCOE,46.8,18.4,222.0,5150.0,FEMALE
Chinstrap,TORGERSEN,43.8,14.4,216.0,2850.0,MALE
Gentoo,DREAM,40.9,18.7,200.0,5000.0,MALE
Gentoo,TORGERSEN,46.1,15.7,226.0,4650.0,FEMALE
Adelie,BISCOE,50.0,16.6,210.0,3950.0,FEMALE
Gentoo,TORGERSEN,48.4,17.8,218.0,3500.0,FEMALE
Gentoo,TORGERSEN,40.6,18.9,210.0,4975.0,MALE
Chinstrap,BISCOE,40.8,18.6,212.0,3550.0,MALE
Chinstrap,TORGERSEN,45.8,17.3,193.0,3800.0,MALE
Chinstrap,TORGERSEN,40.9,15.9,223.0,3450.0,MALE
Adelie,DREAM,40.6,19.1,220.0,3075.0,MALE
Adelie,TORGERSEN,39.2,14.5,201.0,4850.0,MALE
Chinstrap,BISCOE,49.5,18.6,213.0,4350.0,FEMALE
Gentoo,BISCOE,40.2,18.6,196.0,3900.0,FEMALE
Chinstrap,DREAM,50.5,19.0,230.0,4900.0,FEMALE
Gentoo,BISCOE,51.5,19.3,217.0,4300.0,FEMALE
Adelie,TORGERSEN,44.1,15.2,190.0,4100.0,MALE
Gentoo,BISCOE,50.0,14.8,230.0,3300.0,FEMALE
Adelie,TORGERSEN,51.7,19.0,199.0,3450.0,MALE
Gentoo,TORGERSEN,40.2,20.2,192.0,3350.0,MALE
Adelie,DREAM,49.0,18.8,192.0,3450.0,FEMALE
Chinstrap,DREAM,50.5,16.0,185.0,3700.0,FEMALE
Chinstrap,BISCOE,37.8,17.1,185.0,4550.0,MALE
Gentoo,BISCOE,50.4,18.3,221.0,4300.0,FEMALE
Chinstrap,TORGERSEN,44.9,13.7,192.0,5500.0,FEMALE
Adelie,DREAM,49.6,16.0,189.0,3650.0,FEMALE
Adelie,TORGERSEN,35.5,18.1,187.0,5400.0,FEMALE
Gentoo,TORGERSEN,47.5,17.1,190.0,4650.0,FEMALE
Adelie,DREAM,47.2,18.6,195.0,5200.0,MALE
Adelie,TORGERSEN,36.0,17.5,185.0,4950.0,FEMALE
Chinstrap,TORGERSEN,38.7,17.2,203.0,3325.0,MALE
Chinstrap,TORGERSEN,46.8,14.4,190.0,2850.0,MALE
Gentoo,BISCOE,45.9,15.0,210.0,3300.0,FEMALE
Chinstrap,BISCOE,50.2,18.2,187.0,3800.0,FEMALE
Chinstrap,TORGERSEN,40.8,15.7,220.0,3500.0,MALE
Gentoo,BISCOE,44.9,14.5,203.0,3900.0,FEMALE
Adelie,TORGERSEN,40.2,14.3,191.0,4600.0,MALE
Gentoo,BISCOE,37.2,15.8,191.0,5200.0,MALE
Gentoo,BISCOE,35.5,18.9,189.0,4200.0,FEMALE
Adelie,DREAM,41.1,18.6,195.0,5650.0,MALE
Gentoo,DREAM,37.5,17.2,215.0,5300.0,MALE
Chinstrap,DREAM,36.5,14.2,185.0,4050.0,MALE
Adelie,TORGERSEN,49.6,14.0,213.0,4700.0,MALE
Chinstrap,TORGERSEN,40.5,20.0,196.0,4900.0,FEMALE
Adelie,BISCOE,43.5,13.8,190.0,4050.0,FEMALE
Chinstrap,BISCOE,51.3,18.0,215.0,5100.0,MALE
Adelie,BISCOE,50.8,18.5,208.0,4200.0,FEMALE
Adelie,BISCOE,35.6,17.8,178.0,3800.0,FEMALE
Gentoo,TORGERSEN,35.5,18.7,222.0,3900.0,FEMALE
Chinstrap,TORGERSEN,45.5,18.6,224.0,4750.0,MALE
Gentoo,DREAM,39.6,14.5,180.0,3400.0,FEMALE
Adelie,BISCOE,46.9,16.1,195.0,2700.0,MALE
Chinstrap,DREAM,49.8,14.3,174.0,5400.0,MALE
Gentoo,DREAM,53.5,17.1,213.0,3950.0,FEMALE
Chinstrap,BISCOE,50.4,18.0,195.0,3500.0,FEMALE
Chinstrap,TORGERSEN,48.7,15.2,181.0,4300.0,FEMALE
Adelie,TORGERSEN,45.2,15.5,186.0,3425.0,MALE
Adelie,DREAM,34.6,14.5,216.0,3900.0,MALE
Gentoo,BISCOE,46.8,18.1,202.0,4450.0,MALE
Gentoo,BISCOE,36.2,17.6,198.0,4700.0,FEMALE
Adelie,TORGERSEN,51.3,15.1,198.0,4400.0,FEMALE
Gentoo,TORGERSEN,36.4,18.1,185.0,4300.0,MALE
Chinstrap,TORGERSEN,49.5,14.4,220.0,4450.0,FEMALE
Adelie,DREAM,46.8,16.5,195.0,5000.0,MALE
Chinstrap,DREAM,46.5,18.6,196.0,4450.0,FEMALE
Gentoo,TORGERSEN,45.7,19.0,225.0,5300.0,MALE
Chinstrap,DREAM,48.5,14.5,216.0,3450.0,FEMALE
Adelie,DREAM,46.2,13.9,187.0,4050.0,FEMALE
Chinstrap,BISCOE,36.6,15.1,210.0,3850.0,FEMALE
Chinstrap,TORGERSEN,49.6,15.9,187.0,5500.0,MALE
Adelie,BISCOE,50.5,14.1,193.0,5500.0,MALE
Adelie,TORGERSEN,48.8,20.7,184.0,3425.0,FEMALE
Gentoo,DREAM,42.5,17.3,197.0,3700.0,FEMALE
Adelie,TORGERSEN,35.6,18.5,190.0,3900.0,FEMALE
Gentoo,BISCOE,38.2,20.7,220.0,4700.0,MALE
Chinstrap,BISCOE,52.2,13.9,185.0,3950.0,MALE
Adelie,DREAM,48.7,15.0,188.0,3400.0,FEMALE
Adelie,TORGERSEN,37.3,18.5,211.0,3500.0,MALE
Chinstrap,DREAM,35.1,16.1,195.0,2900.0,MALE
Chinstrap,DREAM,50.5,17.9,206.0,3800.0,MALE
Chinstrap,BISCOE,54.3,17.3,197.0,4500.0,FEMALE
Gentoo,DREAM,47.0,14.6,219.0,4400.0,FEMALE
Chinstrap,BISCOE,50.1,18.7,222.0,5600.0,MALE
Adelie,BISCOE,49.1,18.2,210.0,2925.0,FEMALE
Chinstrap,BISCOE,48.5,19.1,222.0,3200.0,MALE
Adelie,DREAM,49.6,18.8,222.0,4650.0,FEMALE
Chinstrap,TORGERSEN,39.6,13.8,216.0,3250.0,FEMALE
Chinstrap,TORGERSEN,34.1,16.6,185.0,3550.0,MALE
Gentoo,DREAM,40.2,19.6,198.0,5200.0,MALE
Gentoo,TORGERSEN,50.5,18.0,199.0,3050.0,FEMALE
Gentoo,DREAM,41.3,18.9,210.0,3500.0,MALE
Adelie,TORGERSEN,44.0,13.5,184.0,3325.0,MALE
Gentoo,TORGERSEN,32.1,17.3,224.0,3875.0,MALE
Chinstrap,BISCOE,49.3,14.8,192.0,3750.0,MALE
Gentoo,BISCOE,48.8,17.0,187.0,3600.0,MALE
Chinstrap,DREAM,37.3,19.2,219.0,5700.0,MALE
Chinstrap,TORGERSEN,41.1,14.4,208.0,5550.0,MALE
Chinstrap,TORGERSEN,42.8,19.2,202.0,2925.0,MALE
Gentoo,DREAM,36.3,18.5,190.0,5050.0,FEMALE
Gentoo,DREAM,49.6,19.3,220.0,4475.0,MALE
Gentoo,TORGERSEN,47.2,16.8,197.0,3650.0,MALE
Gentoo,BISCOE,38.1,17.3,210.0,3200.0,MALE
Gentoo,DREAM,50.9,20.8,195.0,5550.0,MALE
Gentoo,BISCOE,37.9,16.7,212.0,4400.0,FEMALE
Adelie,BISCOE,49.0,20.3,190.0,3250.0,MALE
Adelie,TORGERSEN,53.4,21.2,193.0,3550.0,FEMALE
Adelie,TORGERSEN,41.1,17.9,220.0,5650.0,MALE
Gentoo,DREAM,43.1,14.5,178.0,3250.0,FEMALE
Gentoo,BISCOE,42.6,17.3,186.0,3325.0,FEMALE
Adelie,DREAM,46.2,16.6,220.0,3700.0,MALE
Adelie,TORGERSEN,43.5,15.7,195.0,3300.0,MALE
Gentoo,DREAM,40.6,18.9,199.0,5850.0,FEMALE
Chinstrap,TORGERSEN,40.9,17.2,190.0,3800.0,FEMALE
Gentoo,DREAM,52.0,15.9,215.0,3550.0,MALE
Chinstrap,DREAM,35.6,14.7,195.0,3450.0,FEMALE
Adelie,TORGERSEN,41.8,13.2,222.0,3900.0,MALE
Adelie,BISCOE,39.8,18.7,184.0,3975.0,FEMALE
Gentoo,DREAM,51.5,17.2,224.0,3350.0,MALE
Adelie,DREAM,51.7,15.7,191.0,3800.0,MALE
Gentoo,BISCOE,39.7,17.9,187.0,5100.0,MALE
Chinstrap,TORGERSEN,36.3,20.7,210.0,3950.0,FEMALE
Chinstrap,BISCOE,39.6,18.1,196.0,4725.0,MALE
Adelie,TORGERSEN,50.5,20.2,199.0,4725.0,FEMALE
Chinstrap,DREAM,40.3,16.5,191.0,3250.0,MALE
Adelie,DREAM,46.8,19.4,197.0,3075.0,MALE
Gentoo,DREAM,40.9,18.6,193.0,6300.0,MALE
Chinstrap,TORGERSEN,52.0,13.5,190.0,3950.0,MALE
Adelie,DREAM,39.5,16.1,225.0,5400.0,FEMALE
Gentoo,DREAM,49.7,19.8,197.0,4575.0,MALE
Gentoo,TORGERSEN,41.6,15.8,191.0,4300.0,FEMALE
Chinstrap,DREAM,40.2,17.6,180.0,3500.0,FEMALE
Gentoo,BISCOE,40.8,16.3,198.0,3350.0,FEMALE
Chinstrap,TORGERSEN,45.9,19.0,213.0,3400.0,MALE
Gentoo,BISCOE,34.6,15.9,184.0,5400.0,MALE
Chinstrap,DREAM,51.3,14.2,185.0,4150.0,MALE
Chinstrap,DREAM,50.6,14.8,209.0,5400.0,FEMALE
Chinstrap,TORGERSEN,45.2,14.6,184.0,3900.0,FEMALE
Chinstrap,BISCOE,46.4,15.7,222.0,3700.0,MALE
Adelie,TORGERSEN,49.5,20.7,185.0,3950.0,MALE
Adelie,DREAM,45.4,14.7,210.0,3700.0,MALE
Gentoo,DREAM,47.6,15.8,189.0,4925.0,FEMALE
Gentoo,BISCOE,38.1,15.9,187.0,4700.0,FEMALE
Gentoo,TORGERSEN,44.1,18.6,228.0,4400.0,MALE
Gentoo,DREAM,37.6,20.3,222.0,5050.0,FEMALE
Gentoo,TORGERSEN,36.2,15.0,200.0,3900.0,FEMALE
Gentoo,TORGERSEN,33.1,18.8,195.0,3400.0,FEMALE
Adelie,DREAM,50.1,16.8,202.0,5450.0,MALE
Chinstrap,BISCOE,51.4,17.0,217.0,4400.0,MALE
Adelie,BISCOE,49.4,17.6,197.0,3800.0,FEMALE
Adelie,TORGERSEN,36.6,14.2,221.0,4350.0,FEMALE
Gentoo,BISCOE,49.5,19.0,222.0,3325.0,FEMALE
Adelie,BISCOE,49.0,16.4,195.0,4000.0,MALE
Gentoo,DREAM,39.5,16.1,191.0,4450.0,MALE
Chinstrap,BISCOE,45.2,14.2,191.0,4150.0,MALE
Gentoo,BISCOE,49.0,17.8,189.0,3500.0,FEMALE
Chinstrap,BISCOE,50.8,17.5,190.0,4850.0,MALE
Gentoo,DREAM,45.2,16.0,193.0,4000.0,MALE
Gentoo,DREAM,40.5,13.1,225.0,3550.0,FEMALE
Adelie,DREAM,46.2,17.0,190.0,3675.0,FEMALE
Chinstrap,BISCOE,50.0,18.3,187.0,5650.0,FEMALE
Adelie,TORGERSEN,46.5,16.6,191.0,2900.0,FEMALE
Chinstrap,TORGERSEN,46.7,17.5,184.0,3750.0,FEMALE
Adelie,BISCOE,40.5,14.0,195.0,3700.0,MALE
Adelie,TORGERSEN,36.3,16.7,199.0,5550.0,FEMALE
Adelie,BISCOE,47.5,20.3,188.0,3800.0,MALE
Adelie,BISCOE,36.6,18.9,230.0,3900.0,FEMALE
Gentoo,BISCOE,46.5,17.8,215.0,5550.0,FEMALE
Adelie,BISCOE,34.5,18.9,228.0,3800.0,MALE
Adelie,BISCOE,41.0,17.1,203.0,3700.0,FEMALE
Gentoo,BISCOE,43.1,20.8,199.0,4700.0,MALE
Adelie,BISCOE,41.5,18.0,211.0,5100.0,MALE
Chinstrap,DREAM,48.6,13.7,181.0,5000.0,MALE
Adelie,DREAM,36.2,13.8,190.0,3750.0,FEMALE
Chinstrap,DREAM,47.0,16.6,190.0,3250.0,MALE
Gentoo,BISCOE,50.2,18.2,209.0,3950.0,FEMALE
Gentoo,DREAM,36.6,18.0,196.0,4675.0,MALE
Gentoo,BISCOE,50.4,14.2,205.0,5100.0,MALE
Chinstrap,DREAM,46.2,13.7,210.0,3500.0,FEMALE
Chinstrap,BISCOE,41.5,14.2,216.0,3300.0,MALE
Chinstrap,DREAM,42.9,19.0,193.0,3750.0,MALE
Gentoo,BISCOE,39.1,15.0,224.0,3475.0,MALE
Chinstrap,TORGERSEN,42.1,19.0,219.0,3150.0,MALE
Adelie,TORGERSEN,42.3,19.2,198.0,3750.0,MALE
Chinstrap,BISCOE,45.2,17.9,188.0,3400.0,MALE
Gentoo,BISCOE,46.5,16.2,187.0,3450.0,MALE
Chinstrap,DREAM,47.8,17.2,179.0,5150.0,MALE
Adelie,BISCOE,34.6,18.5,200.0,4500.0,FEMALE
Adelie,DREAM,49.0,13.7,198.0,4875.0,MALE
Gentoo,TORGERSEN,39.7,14.8,188.0,3700.0,FEMALE
Chinstrap,BISCOE,33.1,14.2,201.0,3775.0,FEMALE
Gentoo,DREAM,42.0,17.9,212.0,5500.0,MALE
Gentoo,DREAM,44.1,17.9,185.0,4450.0,FEMALE
Chinstrap,TORGERSEN,43.5,14.5,208.0,5750.0,MALE
Adelie,DREAM,39.6,18.5,196.0,4925.0,FEMALE
Adelie,DREAM,45.7,15.8,189.0,3900.0,FEMALE
Gentoo,TORGERSEN,40.3,15.9,209.0,3700.0,MALE
Chinstrap,DREAM,41.6,16.3,192.0,4075.0,FEMALE
Chinstrap,TORGERSEN,40.6,18.9,178.0,5500.0,FEMALE
Chinstrap,BISCOE,48.5,19.2,195.0,5000.0,MALE
Chinstrap,DREAM,35.6,18.6,190.0,4550.0,MALE
Chinstrap,TORGERSEN,55.1,18.6,205.0,3675.0,FEMALE
Chinstrap,BISCOE,38.8,14.7,210.0,4300.0,FEMALE
Chinstrap,TORGERSEN,50.2,18.4,209.0,4400.0,MALE
Chinstrap,BISCOE,38.6,15.0,181.0,3950.0,MALE
Gentoo,TORGERSEN,46.2,17.7,217.0,4200.0,FEMALE
Adelie,DREAM,51.3,13.7,229.0,3000.0,MALE
Chinstrap,DREAM,50.5,19.0,221.0,3750.0,MALE
Gentoo,BISCOE,47.6,16.0,191.0,4500.0,MALE
Adelie,TORGERSEN,34.1,17.9,189.0,3950.0,MALE
Gentoo,DREAM,42.1,19.6,188.0,4200.0,FEMALE
Adelie,DREAM,45.4,16.3,192.0,3150.0,FEMALE
Gentoo,DREAM,50.4,17.0,190.0,4075.0,FEMALE
Adelie,BISCOE,38.1,13.9,191.0,2850.0,MALE
Adelie,BISCOE,48.4,15.1,185.0,3725.0,FEMALE
Adelie,BISCOE,45.5,18.3,225.0,4000.0,MALE
Gentoo,BISCOE,42.6,14.3,216.0,4600.0,MALE
Gentoo,DREAM,45.0,16.8,222.0,3650.0,FEMALE
Chinstrap,TORGERSEN,46.5,15.9,195.0,3600.0,FEMALE
Adelie,BISCOE,37.8,15.2,178.0,3900.0,FEMALE
Adelie,BISCOE,47.6,13.3,203.0,5150.0,MALE
Chinstrap,DREAM,40.7,18.6,222.0,3050.0,MALE
Gentoo,DREAM,51.5,17.9,198.0,5800.0,MALE
Chinstrap,BISCOE,37.8,17.1,185.0,4550.0,MALE
Gentoo,BISCOE,50.4,18.3,221.0,4300.0,FEMALE
Chinstrap,TORGERSEN,44.9,13.7,192.0,5500.0,FEMALE
Adelie,DREAM,49.6,16.0,189.0,3650.0,FEMALE
Adelie,TORGERSEN,35.5,18.1,187.0,5400.0,FEMALE
Gentoo,TORGERSEN,47.5,17.1,190.0,4650.0,FEMALE
Adelie,DREAM,47.2,18.6,195.0,5200.0,MALE
Adelie,TORGERSEN,36.0,17.5,185.0,4950.0,FEMALE
Chinstrap,TORGERSEN,38.7,17.2,203.0,3325.0,MALE
Chinstrap,TORGERSEN,46.8,14.4,190.0,2850.0,MALE
Gentoo,BISCOE,45.9,15.0,210.0,3300.0,FEMALE
Chinstrap,BISCOE,50.2,18.2,187.0,3800.0,FEMALE
Chinstrap,TORGERSEN,40.8,15.7,220.0,3500.0,MALE
Gentoo,BISCOE,44.9,14.5,203.0,3900.0,FEMALE
Adelie,TORGERSEN,40.2,14.3,191.0,4600.0,MALE
Gentoo,BISCOE,37.2,15.8,191.0,5200.0,MALE
Gentoo,BISCOE,35.5,18.9,189.0,4200.0,FEMALE
Adelie,DREAM,41.1,18.6,195.0,5650.0,MALE
Gentoo,DREAM,37.5,17.2,215.0,5300.0,MALE
Chinstrap,DREAM,36.5,14.2,185.0,4050.0,MALE
Adelie,TORGERSEN,49.6,14.0,213.0,4700.0,MALE
Chinstrap,TORGERSEN,40.5,20.0,196.0,4900.0,FEMALE
Adelie,BISCOE,43.5,13.8,190.0,4050.0,FEMALE
Chinstrap,BISCOE,51.3,18.0,215.0,5100.0,MALE
Adelie,BISCOE,50.8,18.5,208.0,4200.0,FEMALE
Adelie,BISCOE,35.6,17.8,178.0,3800.0,FEMALE
Gentoo,TORGERSEN,35.5,18.7,222.0,3900.0,FEMALE
Chinstrap,TORGERSEN,45.5,18.6,224.0,4750.0,MALE
Gentoo,DREAM,39.6,14.5,180.0,3400.0,FEMALE
Adelie,BISCOE,46.9,16.1,195.0,2700.0,MALE
Chinstrap,DREAM,49.8,14.3,174.0,5400.0,MALE
Gentoo,DREAM,53.5,17.1,213.0,3950.0,FEMALE
Chinstrap,BISCOE,50.4,18.0,195.0,3500.0,FEMALE
Chinstrap,TORGERSEN,48.7,15.2,181.0,4300.0,FEMALE
Adelie,TORGERSEN,45.2,15.5,186.0,3425.0,MALE
Adelie,DREAM,34.6,14.5,216.0,3900.0,MALE
Gentoo,BISCOE,46.8,18.1,202.0,4450.0,MALE
Gentoo,BISCOE,36.2,17.6,198.0,4700.0,FEMALE
Adelie,TORGERSEN,51.3,15.1,198.0,4400.0,FEMALE
Gentoo,TORGERSEN,36.4,18.1,185.0,4300.0,MALE
Chinstrap,TORGERSEN,49.5,14.4,220.0,4450.0,FEMALE
Adelie,DREAM,46.8,16.5,195.0,5000.0,MALE
Chinstrap,DREAM,46.5,18.6,196.0,4450.0,FEMALE
Gentoo,TORGERSEN,45.7,19.0,225.0,5300.0,MALE
Chinstrap,DREAM,48.5,14.5,216.0,3450.0,FEMALE
Adelie,DREAM,46.2,13.9,187.0,4050.0,FEMALE
Chinstrap,BISCOE,36.6,15.1,210.0,3850.0,FEMALE
Chinstrap,TORGERSEN,49.6,15.9,187.0,5500.0,MALE
Adelie,BISCOE,50.5,14.1,193.0,5500.0,MALE
Adelie,TORGERSEN,48.8,20.7,184.0,3425.0,FEMALE
